seats_flipped,party_a_final,party_b_final,party_a_majority,party_b_majority,p_min_b,p_maj_b,turnout
0,206,81,True,False,0.5944295417962424,0.2616052058006961,0.6808406039705903
0,206,81,True,False,0.6998025490351055,0.2595442833345477,0.8449076675430252
2,204,83,True,False,0.629625947479261,0.5399022662417806,0.680954666495517
0,206,81,True,False,0.6767940246466245,0.36483912580800665,0.642474716647725
0,206,81,True,False,0.8119718459619751,0.28878035365344995,0.7208269815960839
3,203,84,True,False,0.6773779250025391,0.5457924761408962,0.728558024575886
0,206,81,True,False,0.5143777873111677,0.29043596188366966,0.7711742497747434
1,205,82,True,False,0.6439605302917755,0.43241892629055684,0.6686145390101007
0,206,81,True,False,0.6278790855436475,0.20601143592689813,0.6039515945459245
4,202,85,True,False,0.895925111813257,0.41501817495968013,0.8358035361605356
0,206,81,True,False,0.8041408302227934,0.2880966680031134,0.7203175288641086
0,206,81,True,False,0.5516193863111107,0.2469666999877312,0.6600519364240768
0,206,81,True,False,0.7328528594224301,0.33393035753519995,0.7629855515839643
1,205,82,True,False,0.8852548503674215,0.1534082221023494,0.6666893357314626
2,204,83,True,False,0.7381016724952445,0.4400102900124027,0.8926283169207334
0,206,81,True,False,0.6597228428795826,0.1739276846744286,0.8461100527576421
1,205,82,True,False,0.8682693223592366,0.2683630626306087,0.6350301153762294
1,205,82,True,False,0.6577011549243899,0.4310011020155408,0.7466714034505691
2,204,83,True,False,0.7523119142002838,0.43528290026199845,0.7252356395881774
0,206,81,True,False,0.6645009201308926,0.28840304099297054,0.7308938269753612
7,199,88,True,False,0.7196027942473059,0.5245224005838376,0.8950069269986994
0,206,81,True,False,0.7142707605039698,0.2036312459691545,0.6261647608980033
1,205,82,True,False,0.6055355699755784,0.5223873111189695,0.7935750405633308
0,206,81,True,False,0.7460685256091161,0.19182446615700477,0.8982328077414289
0,206,81,True,False,0.5383809252466748,0.2853458760498695,0.7570741372104219
1,205,82,True,False,0.6610697773917199,0.4974631056416632,0.606988488623691
2,204,83,True,False,0.7867249627783114,0.4109135293917614,0.8010200245605578
0,206,81,True,False,0.5569095870696517,0.3090349410613205,0.6018680295146978
2,204,83,True,False,0.7311184273972535,0.42121902740994327,0.8271113496797831
0,206,81,True,False,0.52037681871053,0.2852728454817656,0.7456073771106031
2,204,83,True,False,0.7639950695660972,0.4575855768940599,0.6020388492874387
4,202,85,True,False,0.8686670169174425,0.4144119283414268,0.8755143624319554
4,202,85,True,False,0.8855332477747616,0.4203473808426813,0.8005984069256297
0,206,81,True,False,0.5348006009545652,0.3970987625823945,0.7778359849915624
